author,geos
Genevieve Fabre,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Guy Michaud,"['0,0', '48.90245,2.21238']"
Monique Chemillier-Gendreau,"['0,0', '48.90245,2.21238']"
Marcel Barbero,"['0,0', '43.2935,5.35781']"
Christiane Effantin,"['0,0', '45.77962,4.86518']"
Jean Delmau,"['0,0', '45.77962,4.86518']"
CHARLES BURGGRAF,"['0,0', '48.57872,7.76465']"
Paul Marie Gaudemet,"['0,0', '48.8468,2.34488', '48.8468,2.34488']"
Emmanuel Du Pontavice,"['48.70997,2.1531', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Francois Graf,"['48.57872,7.76465', '47.31274,5.06637', '47.31274,5.06637']"
Anne-Marie Fericelli,"['0,0', '48.8468,2.34488', '48.8468,2.34488']"
Daniel Noin,"['0,0', '48.8468,2.34488']"
Roland Marx,"['0,0', '48.57872,7.76465', '48.57872,7.76465']"
Yves Schemeil,"['0,0', '45.19159,5.76726', '43.2935,5.35781', '43.2935,5.35781', '45.19159,5.76726']"
Hugues Faure,"['0,0', '43.2935,5.35781']"
Michel Adam,"['48.11585,-1.67298', '50.6314,3.07497', '47.38376,0.67367', '44.8015,-0.615058', '47.38376,0.67367']"
Marie-Claire Botte,"['0,0', '48.851906,2.340105']"
Pierre Bouyard,"['0,0', '43.2935,5.35781']"
Pierre Ladeveze,"['0,0', '48.851304,2.340246']"
Armand Pons,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Robert Schilling,"['0,0', '48.57872,7.76465']"
Hubert Curien,"['0,0', '48.851304,2.340246']"
Francois Jourdan,"['48.851304,2.340246', '45.77962,4.86518']"
Jean-Pierre Dupeyron,"['0,0', '48.57872,7.76465', '48.851906,2.340105', '48.851906,2.340105']"
Bernard Demoulin,"['0,0', '50.6314,3.07497']"
Claude Rivals,"['43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235']"
Rene Remond,"['0,0', '48.90245,2.21238', '48.85412,2.32842', '48.90245,2.21238', '48.90245,2.21238']"
Maurice Toga,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Jean-Charles Grimaud,"['0,0', '43.2935,5.35781']"
Micheline Lares-Yoel,"['0,0', '48.95793,2.34071']"
Jacques Bompaire,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Tatiana Alexinsky,"['0,0', '48.70997,2.1531']"
Jacques Mehl,"['0,0', '48.57872,7.76465']"
Lucien Cherchi,"['0,0', '47.31274,5.06637']"
Bernard Miege,"['0,0', '45.19159,5.76726', '45.19159,5.76726', '45.19159,5.76726', '45.19159,5.76726', '45.19159,5.76726', '45.19159,5.76726']"
Maurice Coyaud,"['0,0', '48.8489,2.34313']"
Claude Esteban,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
HENRI JOLY,"['0,0', '45.19159,5.76726']"
Patrice Sulmont,"['0,0', '47.2097,-1.55587', '47.2097,-1.55587']"
Abraham Andre Moles,"['0,0', '48.57872,7.76465']"
Bernhard Blumenkranz,"['0,0', '48.8468,2.34488']"
Richard Grantham,"['0,0', '45.77962,4.86518']"
Jean Benard,"['0,0', '48.8468,2.34488', '48.851906,2.340105']"
Michel Goossens,"['0,0', '48.78852,2.4437', '48.78852,2.4437']"
Guy Sagnes,"['0,0', '43.57954,1.40235']"
Michel Tardy,"['0,0', '48.57872,7.76465', '48.57872,7.76465']"
Andre Rauch,"['0,0', '48.57872,7.76465']"
Gil Michard,"['0,0', '48.851906,2.340105']"
Etienne Guyon,"['49.87584,2.26446', '48.70997,2.1531']"
Alain Bouchet,"['46.58596,0.34601', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Noelle Chevarier,"['0,0', '45.77962,4.86518']"
Jean-Claude Gascard,"['0,0', '48.851304,2.340246']"
Jean-Louis Rocca,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '48.85412,2.32842', '48.85412,2.32842']"
Jean-Pierre Duval,"['0,0', '49.4583,1.06895']"
Jean Pecheux,"['0,0', '46.58596,0.34601', '46.58596,0.34601']"
Luc Mejean,"['0,0', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Eric Pattee,"['0,0', '45.77962,4.86518']"
Lucien Braun,"['0,0', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Denise Francois-Geiger,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Marie-Claire Ropars,"['0,0', '48.946,2.36213']"
Dominique Fontvieille,"['45.77962,4.86518', '45.77962,4.86518', '45.56676,5.9175', '45.56676,5.9175', '45.56676,5.9175']"
Roger Temam,"['0,0', '48.70997,2.1531', '48.70997,2.1531']"
Jean Dupuy,"['0,0', '43.31372,-0.36509']"
Philippe Boutibonnes,"['0,0', '49.18884,-0.36382']"
Michel Treuil,"['0,0', '48.851304,2.340246', '48.851304,2.340246']"
Marc Ollivier,"['48.70997,2.1531', '45.19159,5.76726', '48.70997,2.1531', '48.70997,2.1531']"
Gerard Simon,"['48.70997,2.1531', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497']"
Maurice Hugon,"['0,0', '43.2935,5.35781']"
Jean Bastie,"['0,0', '48.851304,2.340246']"
Maurice Clavelin,"['0,0', '48.851304,2.340246']"
Marc Guillaume,"['43.2935,5.35781', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785']"
Christian Gachet,"['48.57872,7.76465', '45.77962,4.86518', '48.57872,7.76465', '48.57872,7.76465']"
Bartolome Bennassar,"['0,0', '43.57954,1.40235', '43.57954,1.40235']"
Max Perrin-Fayolle,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Jean Giraud,"['0,0', '48.70997,2.1531']"
Henri Perouse de Montclos,"['45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Robert Rosset,"['0,0', '48.851304,2.340246', '43.56287,1.46597', '43.56287,1.46597']"
Francois Beguin,"['47.31274,5.06637', '47.85065,1.93397', '47.85065,1.93397', '47.85065,1.93397', '47.85065,1.93397', '47.85065,1.93397', '47.85065,1.93397', '47.85065,1.93397', '48.70997,2.1531', '47.85065,1.93397']"
Marc Javoy,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Alain Thomas,"['43.56287,1.46597', '48.6962,6.17634', '48.851906,2.340105', '43.56287,1.46597']"
Dominique Sourdel,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Matty Chiva,"['0,0', '48.90245,2.21238']"
Claude Richard,"['0,0', '43.63279,3.86924']"
Jacques Fontaine,"['0,0', '48.851304,2.340246', '48.851304,2.340246']"
Alain Chevarier,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Jean-Pierre Pozzi,"['0,0', '48.851906,2.340105', '48.851304,2.340246']"
Loic Langouet,"['0,0', '48.11585,-1.67298']"
J. P. BARDON,"['0,0', '47.2097,-1.55587']"
,"['0,0']"
Pierre Pagney,"['0,0', '48.851304,2.340246', '47.31274,5.06637']"
Jean-Claude Bouvier,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Marcel Durliat,"['0,0', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235']"
Bernard Lavalle,"['0,0', '44.8015,-0.615058', '48.8489,2.34313']"
Oger Rougier,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Claude Fell,"['0,0', '48.8489,2.34313', '48.8489,2.34313', '48.8489,2.34313', '48.8489,2.34313']"
Marc Jeannerod,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Andre Nouschi,"['0,0', '43.71693,7.26664', '43.71693,7.26664']"
Jean-Claude Meunier,"['0,0', '43.56287,1.46597']"
Jean Aubouin,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Yves Ducros,"['0,0', '48.70997,2.1531']"
Lucien Musset,"['0,0', '49.18884,-0.36382']"
Jean-Marie Beyssade,"['0,0', '48.90245,2.21238', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Jean Mathieu,"['48.70997,2.1531', '45.77962,4.86518', '45.77962,4.86518']"
Marie-Louise Carlin,"['0,0', '43.71693,7.26664']"
Yves Goussault,"['0,0', '48.8468,2.34488', '48.8468,2.34488']"
Pascal Vernus,"['48.851304,2.340246', '48.8489,2.34313', '48.85464,2.33785']"
Helmut Bartsch,"['0,0', '45.77962,4.86518']"
Gilbert Bruchet,"['0,0', '45.77962,4.86518']"
Janine Beaudichon,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Jean Leclant,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Henri Schmitt,"['0,0', '48.851304,2.340246']"
Michel Beaud,"['0,0', '48.946,2.36213', '48.946,2.36213', '48.946,2.36213']"
Francoise Renversez,"['0,0', '48.90245,2.21238', '48.90245,2.21238']"
Louis Bazin,"['0,0', '48.8489,2.34313']"
) MERLIVAT,"['0,0', '48.851304,2.340246']"
Dominique Roux,"['45.77056,3.08791', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.83915,2.58747']"
Maurice Salles,"['0,0', '49.18884,-0.36382']"
Jean Levaillant,"['0,0', '48.946,2.36213', '48.946,2.36213', '48.946,2.36213']"
Olivier Revault d'Allonnes,"['0,0', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Francoise Bader,"['48.8489,2.34313', '48.851304,2.340246', '48.851304,2.340246']"
Andre Rochon,"['0,0', '48.8489,2.34313']"
Gerard Levy,"['0,0', '48.85464,2.33785', '48.85464,2.33785']"
Michel Wieviorka,"['0,0', '48.85464,2.33785', '48.85464,2.33785']"
Claude Lombois,"['0,0', '45.8263,1.25917']"
Alfred Ramamonjiarisoa,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Pierre Goubert,"['0,0', '48.8468,2.34488']"
Jean-Michel Deharveng,"['0,0', '43.71693,7.26664']"
Genevieve Faurie,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Jacques Chaurand,"['0,0', '48.95793,2.34071']"
Jean Dubost,"['0,0', '48.90245,2.21238', '48.90245,2.21238']"
Michel Woronoff,"['0,0', '47.2408,6.02265', '47.2408,6.02265']"
Marc Dechavanne,"['0,0', '45.77962,4.86518']"
Pierre Deyon,"['0,0', '50.6314,3.07497', '50.6314,3.07497']"
Jacques Gernet,"['0,0', '48.851906,2.340105']"
Jean-Claude Lhuguenot,"['0,0', '47.31274,5.06637']"
MAURICE POLLACSEK,"['0,0', '45.77056,3.08791']"
Jean-Marie Andre,"['45.19159,5.76726', '47.31274,5.06637', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '50.6314,3.07497', '48.851304,2.340246', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.6962,6.17634', '48.851304,2.340246', '48.6962,6.17634']"
Louis David,"['43.56287,1.46597', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Roger Asselineau,"['0,0', '48.851304,2.340246', '48.851304,2.340246']"
JEAN-PIERRE MOREL,"['0,0', '45.77056,3.08791']"
Philippe Weber,"['48.70997,2.1531', '48.7132,2.19972', '43.61583,3.87203']"
Janine Chanteur,"['0,0', '48.851304,2.340246', '48.851304,2.340246']"
Marguerite Harl,"['0,0', '48.851304,2.340246']"
Denis-Clair Lambert,"['0,0', '45.747027,4.860547', '45.747027,4.860547']"
Jean-Baptiste Orsini,"['0,0', '45.42472,4.39264']"
Francois Sibille,"['0,0', '45.77962,4.86518']"
Pierre Flobert,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Pierre Cahne,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Pierre Larthomas,"['0,0', '48.851304,2.340246']"
Pierre Boulanger,"['48.851906,2.340105', '50.6314,3.07497', '43.61583,3.87203', '43.61583,3.87203', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
GEORGE DA GLORIA,"['0,0', '48.851906,2.340105']"
Edmond Ortigues,"['0,0', '48.11585,-1.67298']"
Olivier Kahn,"['48.946,2.36213', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '44.809966,-0.596578', '44.809966,-0.596578']"
J. Raymond Mesnard,"['0,0', '48.851304,2.340246']"
Jean Suzanne,"['43.57954,1.40235', '43.2935,5.35781', '43.2935,5.35781']"
Jean Somme,"['0,0', '50.6314,3.07497']"
Gerard Mesmacque,"['0,0', '50.6314,3.07497', '50.6314,3.07497']"
Andre Caquot,"['0,0', '48.851304,2.340246']"
Maurice Gresset,"['0,0', '47.2408,6.02265', '47.2408,6.02265']"
Jean-Paul Louis,"['48.851906,2.340105', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Michele Fardeau-Gautier,"['0,0', '48.8468,2.34488', '48.8468,2.34488']"
Michel Koch,"['44.809966,-0.596578', '49.18884,-0.36382', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Jean-Michel Lebeault,"['0,0', '49.40024,2.800108']"
Jacques Chevallier,"['43.61583,3.87203', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Paul Grand-Jean,"['0,0', '49.18884,-0.36382']"
Jacques Daillie,"['0,0', '45.77962,4.86518']"
Daniel L'Huillier,"['0,0', '43.2935,5.35781']"
Jacques Brossier,"['47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637']"
Gerard Guiho,"['0,0', '48.70997,2.1531']"
Andre Viallard,"['0,0', '45.77056,3.08791']"
Claude Martin,"['48.8468,2.34488', '45.19159,5.76726', '45.7492,4.83714', '45.19159,5.76726', '45.19159,5.76726', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '45.7492,4.83714', '45.7492,4.83714', '45.19159,5.76726']"
Pierre Georges,"['0,0', '49.18884,-0.36382']"
Bernard Dubreuil,"['43.71693,7.26664', '47.85065,1.93397', '47.85065,1.93397', '47.85065,1.93397']"
Charles Muller,"['0,0', '48.57872,7.76465']"
Charles Guillebeau,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Xavier Fructus,"['0,0', '43.2935,5.35781']"
Francois Diard,"['0,0', '44.809966,-0.596578', '44.809966,-0.596578']"
Claude Moussy,"['0,0', '48.90245,2.21238', '48.851304,2.340246']"
Andre Crepin,"['0,0', '48.851304,2.340246']"
Louis Not,"['0,0', '43.57954,1.40235']"
Robert Frances,"['0,0', '48.90245,2.21238', '48.90245,2.21238']"
Andre Galligo,"['0,0', '43.71693,7.26664']"
Jean-Louis Coujard,"['0,0', '48.6962,6.17634']"
Jean-Claude Chevalier,"['0,0', '48.946,2.36213', '48.946,2.36213', '48.946,2.36213', '48.946,2.36213', '48.851906,2.340105', '48.851906,2.340105', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Claude Lazdunski,"['0,0', '43.2935,5.35781']"
Francois-Xavier Mareschal de Charentenay,"['0,0', '49.40024,2.800108']"
Daniel Paulmier,"['0,0', '48.6962,6.17634', '48.6962,6.17634']"
Guy Queguiner,"['0,0', '49.4583,1.06895', '49.4583,1.06895', '49.4583,1.06895']"
Jean Gosset,"['0,0', '48.70997,2.1531']"
Claude Nicolau,"['0,0', '47.85065,1.93397']"
Emilienne Naert,"['0,0', '50.6314,3.07497', '50.6314,3.07497']"
Max Milner,"['0,0', '48.8489,2.34313']"
Claude Roques-Carmes,"['0,0', '47.2408,6.02265']"
Jean-Claude Brosse,"['0,0', '48.0148,0.159251']"
Philippe Braud,"['0,0', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Pierre Vitoux,"['48.6962,6.17634', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924']"
Mario Rossi,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Gilles Sautter,"['0,0', '48.8468,2.34488']"
Paul Veys,"['0,0', '45.747027,4.860547']"
Yves Bouchut,"['0,0', '45.7492,4.83714', '45.7492,4.83714']"
Bernard Valeur,"['0,0', '45.77962,4.86518']"
Henri Farreny del Bosque,"['0,0', '43.56287,1.46597', '43.56287,1.46597']"
Raul Madariaga,"['0,0', '48.851906,2.340105', '48.8411,2.58822', '48.851906,2.340105', '48.70997,2.1531']"
Jacques d' Hondt,"['0,0', '46.58596,0.34601', '46.58596,0.34601']"
Pierre Rat,"['0,0', '47.31274,5.06637']"
Claude Hagege,"['0,0', '46.58596,0.34601', '48.8489,2.34313']"
Jean-Pierre Luminet,"['48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Pierre Barral,"['45.8263,1.25917', '48.6962,6.17634']"
Edith Falgarone,"['0,0', '48.851906,2.340105']"
Henri Adamczewski,"['0,0', '48.8489,2.34313', '48.8489,2.34313', '48.8489,2.34313', '48.8489,2.34313']"
Stephane Ehrlich,"['0,0', '46.58596,0.34601']"
Jacques Le Bourva,"['0,0', '48.11585,-1.67298']"
Michel Koenig,"['48.57872,7.76465', '43.71693,7.26664', '43.71693,7.26664', '48.71317,2.21022', '48.57872,7.76465', '48.71317,2.21022', '48.57872,7.76465', '48.71317,2.21022', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.71317,2.21022', '48.71317,2.21022', '48.57872,7.76465', '48.70997,2.1531', '43.61583,3.87203', '48.70997,2.1531']"
Jean Delorme,"['0,0', '45.77962,4.86518']"
Paul Vert,"['0,0', '48.6962,6.17634']"
Denise Coussy,"['0,0', '48.8489,2.34313']"
Francois Pitavy,"['0,0', '47.31274,5.06637']"
Solange Ory,"['45.7492,4.83714', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Bernard Foucher,"['0,0', '49.4583,1.06895']"
Gilbert Charles-Picard,"['0,0', '48.851304,2.340246']"
Jean Costentin,"['0,0', '49.4583,1.06895', '49.4583,1.06895']"
Jean-Louis Miege,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Alain Bonnafous,"['0,0', '45.7492,4.83714', '45.7492,4.83714', '45.7492,4.83714']"
Michel Mougeot,"['0,0', '47.2408,6.02265', '47.2408,6.02265']"
Pierre Reboul,"['0,0', '50.6314,3.07497']"
Jacques Burger,"['0,0', '47.2097,-1.55587']"
Jean-Louis Gardies,"['0,0', '47.2097,-1.55587']"
JEANNE RACCAUD,"['0,0', '48.851304,2.340246']"
Jean-Pierre Capron,"['0,0', '49.87584,2.26446', '49.87584,2.26446', '49.87584,2.26446']"
Jean-Louis Batoz,"['0,0', '49.40024,2.800108', '49.40024,2.800108']"
Jean David,"['0,0', '48.6962,6.17634', '48.6962,6.17634']"
Pierre Mialhe,"['0,0', '42.6844,2.89854']"
Adelin Charles Fiorato,"['0,0', '48.8489,2.34313']"
Serge Cottet,"['48.8468,2.34488', '48.946,2.36213', '48.946,2.36213', '48.946,2.36213', '48.946,2.36213']"
PAUL FELTZ,"['0,0', '48.57872,7.76465']"
Norbert Cot,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.8411,2.58822']"
Bertrand Munier,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Alan Kirman,"['0,0', '43.2935,5.35781']"
Pierre Ansart,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Benjamin Matalon,"['0,0', '48.946,2.36213']"
Laudyce Retat,"['0,0', '45.7492,4.83714']"
Michel Lazdunski,"['0,0', '43.71693,7.26664']"
Pierre Flatres,"['0,0', '48.851304,2.340246']"
Michel Herman,"['0,0', '48.851906,2.340105']"
Patrick Prevot,"['0,0', '45.783,4.87798']"
Elodie Vitale,"['0,0', '48.946,2.36213']"
Andre Bernand,"['0,0', '50.6314,3.07497']"
Jacques Roger,"['0,0', '48.8468,2.34488', '48.8468,2.34488']"
Pierre Bertrand,"['48.851304,2.340246', '48.6962,6.17634', '47.478,-0.548273', '48.70997,2.1531', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.70997,2.1531', '48.70997,2.1531']"
Jean-Claude Fernandez,"['0,0', '43.71693,7.26664']"
Jean-Pierre Helfer,"['0,0', '46.58596,0.34601', '46.58596,0.34601', '48.8468,2.34488']"
Jean-Bernard Le Pecq,"['0,0', '48.851304,2.340246']"
Daniel Buisine,"['50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497']"
Claude Regnier,"['0,0', '48.851304,2.340246']"
Louis Moreau de Bellaing,"['0,0', '49.18884,-0.36382']"
Jacques Mauss,"['0,0', '43.56287,1.46597']"
