"Nom","Universite1","Universite2","Annee1","Annee2"
"Jean-Louis Grossiord","Montpellier 1","Paris 11",1986,2003
"Jean-Louis Guerena","Besancon","Tours",1989,1996
"Jean-Louis Herrmann","Paris 5","Versailles-St Quentin en Yvelines",1989,2013
"Jean-Louis Joubert","Paris 4","Paris 13",1993,1996
"Jean-Louis Lefaix","Paris 6","Paris 7",1989,2004
"Jean-Louis Leleu","Paris 4","Tours",1987,1995
"Jean-Louis Loubet","Paris 10","Evry-Val d'Essonne",1988,2006
"Jean-Louis Martin","Toulouse 3","Montpellier 2",1994,2001
"Jean-Louis Merlin","Nancy 1","Universite de Lorraine",1992,2014
"Jean-Louis Meyer","Besancon","Nancy 2",1991,2003
"Jean-Louis Nahon","Paris 11","Nice",1985,1999
"Jean-Louis Pasquali","Lyon 1","Universite Louis Pasteur (Strasbourg)",1986,1986
"Jean-Louis Paul","Lille 2","Paris 11",1994,2005
"Jean-Louis Pedinielli","Paris 5","Amiens",1986,1990
"Jean-Louis Pujol","Universite Louis Pasteur (Strasbourg)","Montpellier 1",1986,1996
"Jean-Louis Quantin","Paris 4","Paris Sciences et Lettres",1994,2017
"Jean-Louis Robert","Paris 1","Montpellier 2",1989,1985
"Jean-Louis Roujean","Toulouse 3","Toulouse, INPT",1991,2014
"Jean-Louis Rulliere","Aix-Marseille 3","Lyon 2",1987,1999
"Jean-Louis Scaringella","Paris 11","Paris 2",1995,2007
"Jean-Louis Zentelin","Universite Paris-Est Creteil Val de Marne (UPEC)","Evry-Val d'Essonne",1989,2015
"Jean-Luc Baray","Paris 6","Clermont Auvergne",1999,2018
"Jean-Luc Cerdin","Toulouse 1","Cergy-Pontoise, Ecole superieure des sciences economiques et commerciales",1996,2017
"Jean-Luc Coureau","Bordeaux 1","Bordeaux",2002,2018
"Jean-Luc Dugelay","Rennes 1","Nice",1992,2001
"Jean-Luc Fournet","Universite Marc Bloch (Strasbourg)","Paris Sciences et Lettres",1995,2018
"Jean-Luc Gaillard","Bordeaux 2","Nancy 1",1992,2002
"Jean-Luc Gautier","Paris 11","Lille 1",1987,1993
"Jean-Luc Giannelloni","Lille 1","Chambery",1990,2004
"Jean-Luc Hanouz","Paris 11","Caen",1999,2007
"Jean-Luc Houeto","Paris 6","Poitiers",2007,2017
"Jean-Luc Joly","Toulouse 2","Bordeaux 1",2004,1999
"Jean-Luc Lamboley","Lille 3","Lyon 2",1993,2012
"Jean-Luc Michel","Paris 7","Clermont-Ferrand 1",1988,1992
"Jean-Luc Moriceau","Paris 9","Evry, Institut national des telecommunications",1997,2011
"Jean-Luc Nahel","Paris 5","Rouen",1988,2002
"Jean-Luc Nancy","Toulouse 2","Universite Marc Bloch (Strasbourg)",1987,1990
"Jean-Luc Nardone","Paris 4","Toulouse 2",1994,2012
"Jean-Luc Nespoulous","Toulouse 2","Lyon 1",1986,1998
"Jean-Luc Petit","Paris 1","Universite Marc Bloch (Strasbourg)",1988,1994
"Jean-Luc Pissaloux","Paris 2","Dijon",1993,2016
"Jean-Luc Pretet","Paris 5","Besancon",1999,2007
"Jean-Luc Sarrazin","Paris 4","Nantes",1998,2003
"Jean-Luc Schmit","Paris 11","Amiens",1991,1990
"Jean-Luc Schmit","Paris 11","Amiens",1991,1992
"Jean-Luc Thomas","Paris, CNAM","Supelec",1995,2012
"Jean-Marc Alliot","Toulouse 3","Toulouse, INPT",1992,2004
"Jean-Marc Beraud","Lyon 1","Lyon 2",1992,1997
"Jean-Marc Bertho","Paris 6","Paris 11",1991,2011
"Jean-Marc Bordy","Toulouse 3","Paris 11",1995,2012
"Jean-Marc Bourgeon","Paris 10","Universite Paris-Saclay (ComUE)",1994,2016
"Jean-Marc Brondello","Nice","Montpellier",1997,2019
"Jean-Marc Brun","Montpellier 2","Aix-Marseille 2",2007,2003
"Jean-Marc Chouvel","Paris 8","Lille 3",1990,2004
"Jean-Marc Delaunay","Paris 1","Paris 3",2000,2009
"Jean-Marc Douguet","Versailles-St Quentin en Yvelines","Universite Paris-Saclay (ComUE)",2000,2019
"Jean-Marc Fabre","Toulouse 2","Aix-Marseille 1",2016,2006
"Jean-Marc Ferrandi","Nice","Nantes",1994,2009
"Jean-Marc Fevrier","Toulouse 1","Perpignan",1996,2012
"Jean-Marc Figuet","Bordeaux 4","Bordeaux",1996,2015
"Jean-Marc Garnier","Paris 11","Aix-Marseille 2",2007,1990
"Jean-Marc Holz","Metz","Perpignan",1988,2006
"Jean-Marc Lachaud","Paris 1","Bordeaux 3",1988,1998
"Jean-Marc Lemaitre","Paris 5","Montpellier 1",1994,2014
"Jean-Marc Lessinger","Universite Louis Pasteur (Strasbourg)","Strasbourg 1",1987,2007
"Jean-Marc Levy","Universite Louis Pasteur (Strasbourg)","Strasbourg 1",1994,1992
"Jean-Marc Luce","Dijon","Toulouse 2",1993,2016
"Jean-Marc Mangiante","Aix-Marseille 1","Artois",1998,2016
"Jean-Marc Millet","Lyon 1","Lyon",1990,2017
"Jean-Marc Montaud","Bordeaux 4","Pau",1999,2014
"Jean-Marc Pascussi","Montpellier 1","Montpellier",2000,2015
"Jean-Marc Petit","Paris 11","Lyon, INSA",1995,2011
"Jean-Marc Peyrical","Paris 13","Paris 11",1993,2007
"Jean-Marc Ricort","Nice","Paris 11",1996,2011
"Jean-Marc Robin","Paris 1","Paris, Institut d'etudes politiques",1988,2013
"Jean-Marc Schweitzer","Lyon 1","Lyon",1998,2019
"Jean-Marc Siroen","Paris 9","Orleans",1985,1995
"Jean-Marc Sotiropoulos","Toulouse 3","Pau",1991,2008
"Jean-Marc Vallier","Paris 5","Toulon",1995,2010
"Jean-Marc Zaninetti","Paris 4","Orleans",1997,2014
"Jean-Marie Andre","Universite Pierre Mendes France (Grenoble)","Nancy 1",2008,2008
"Jean-Marie Barbier","Caen","Paris, CNAM",1985,1995
"Jean-Marie Becker","Saint-Etienne","Lyon",1991,2016
"Jean-Marie Bonnin","Bordeaux 2","Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire",1990,2017
"Jean-Marie Cardebat","Bordeaux 4","Bordeaux",2000,2014
"Jean-Marie Chevalier","Paris Est","Paris 9",2010,2011
"Jean-Marie Clement","Paris 1","Paris 8",1986,1998
"Jean-Marie Cormier","Angers","Orleans",1993,2000
"Jean-Marie Courrent","Montpellier 1","Montpellier",1998,2018
"Jean-Marie Dilhac","Toulouse 3","Toulouse, INSA",1988,2001
"Jean-Marie Fritz","Paris 4","Dijon",1990,2004
"Jean-Marie Galano","Aix-Marseille 3","Montpellier 1",2001,2014
"Jean-Marie Guastavino","Paris 4","Nancy 1",2014,1994
"Jean-Marie Guillon","Aix-Marseille 1","Aix-Marseille",1989,2014
"Jean-Marie Harribey","Paris 1","Bordeaux 4",1996,2004
"Jean-Marie Lassus","Paris 3","Nantes",1992,2012
"Jean-Marie Mariotti","Lyon 1","Paris 11",1987,1997
"Jean-Marie Martin","Tours","Universite Paris-Est Creteil Val de Marne (UPEC)",1997,1996
"Jean-Marie Miossec","Tours","Montpellier 3",1996,2002
"Jean-Marie Nedelec","Lille 1","Clermont-Ferrand 2",1998,2004
"Jean-Marie Privat","Paris 5","Metz",1997,2000
"Jean-Marie Seca","Paris 10","Universite de Lorraine",1987,2016
"Jean-Marie Vaysse","Paris 4","Toulouse 2",1987,2005
"Jean-Maurice Monnoyer","Paris 1","Aix-Marseille 1",1995,2008
"Jean-Michel Achard","Amiens","Limoges",1992,2011
"Jean-Michel Arrang","Paris 5","Paris 11",1988,2010
"Jean-Michel Barreau","Universite Marc Bloch (Strasbourg)","Universite de Lorraine",1986,2017
"Jean-Michel Bertrand","Dijon","Nancy 1",2004,1988
"Jean-Michel Blanquer","Paris 2","Lille 2",1993,2003
"Jean-Michel Bruel","Toulouse 3","Montpellier 1",1996,1996
"Jean-Michel Coulon","Paris 6","Aix-Marseille 2",1994,1989
"Jean-Michel Courtault","Besancon","Paris 13",1992,2012
"Jean-Michel Couvreur","Paris 6","Orleans",1990,2010
"Jean-Michel David","Lyon, INSA","Paris 1",2005,2008
"Jean-Michel Deveau","Poitiers","Nice",1991,2004
"Jean-Michel Devesa","Paris 7","Bordeaux 3",1989,2006
"Jean-Michel Eloy","Paris 7","Amiens",1989,2009
"Jean-Michel Faure","Montpellier 1","Nantes",1997,1996
"Jean-Michel Favre","Paris 1","Nancy 1",1994,1993
"Jean-Michel Fontanier","Paris 4","Rennes 2",1995,2016
"Jean-Michel Glachant","Paris 1","Paris 11",1991,2006
"Jean-Michel Halimi","Montpellier 1","Tours",1990,2008
"Jean-Michel Larrasquet","Lyon 3","Toulouse 1",1997,2008
"Jean-Michel Larrasquet","Lyon 3","Pau",1997,2008
"Jean-Michel Lebigre","Bordeaux 3","Nouvelle Caledonie",1990,2010
"Jean-Michel Martin","Montpellier 1","Ecully, Ecole centrale de Lyon",1990,1987
"Jean-Michel Maulpoix","Paris 10","Paris 7",1987,1999
"Jean-Michel Mehl","Paris 10","Universite Marc Bloch (Strasbourg)",1988,2005
"Jean-Michel Minovez","Toulouse 2","Pau",1995,2017
"Jean-Michel Mouton","Paris 4","Paris Sciences et Lettres",1993,2017
"Jean-Michel Oppert","Lille 2","Nancy 1",1991,2005
"Jean-Michel Palmier","Paris 8","Paris 1",1987,1994
"Jean-Michel Peyrin","Paris 5","Paris 6",1998,2016
"Jean-Michel Rey","Paris 7","Paris 8",1986,1996
"Jean-Michel Robert","Montpellier 1","Nantes",1996,2000
"Jean-Michel Roy","Paris 1","Lyon, Ecole normale superieure",1987,2015
"Jean-Michel Rueff","Universite Louis Pasteur (Strasbourg)","Caen",2000,2016
"Jean-Michel Salanskis","Universite Louis Pasteur (Strasbourg)","Compiegne",1986,2005
"Jean-Michel Salaun","Universite Stendhal (Grenoble)","Lyon 2",1987,2004
"Jean-Michel Vienne","Paris 1","Nantes",1987,1999
"Jean-Nicolas Volff","Nancy 1","Lyon, Ecole normale superieure",1994,2010
"Jean-Noel Fuchs","Paris 6","Paris 11",2003,2013
"Jean-Noel Grandhomme","Paris 4","Strasbourg",1998,2012
"Jean-Noel Luc","Paris 1","Paris 4",1994,2004
"Jean-Noel Ory","Nancy 2","Universite de Lorraine",1995,2018
"Jean-Noel Roux","Lyon 1","Paris Est",1991,2014
"Jean-Pascal Torreton","Aix-Marseille 2","Paris 6",1991,2005
"Jean-Patrice Boudet","Paris 1","Orleans",1991,2014
"Jean-Paul Artis","Universite Louis Pasteur (Strasbourg)","Nancy 1",1986,1992
"Jean-Paul Aubert","Saint-Etienne","Paris 7",1999,1988
"Jean-Paul Barriere","Paris 1","Lille 3",1993,2013
"Jean-Paul Belon","Paris 11","Dijon",1989,1992
"Jean-Paul Beregi","Lille 2","Montpellier",1992,2016
"Jean-Paul Bernard","Aix-Marseille 2","Amiens",1990,1995
"Jean-Paul Bernie","Toulouse 2","Bordeaux 2",1991,2010
"Jean-Paul Chauveau","Caen","Nancy 2",1985,2009
"Jean-Paul Chehab","Paris 11","Amiens",1993,2011
"Jean-Paul Cointet","Paris 4","Amiens",1991,2004
"Jean-Paul Cristol","Montpellier 1","Aix-Marseille 3",1990,2002
"Jean-Paul Delahaye","Paris 5","Lille 1",2003,2009
"Jean-Paul Dufour","Dijon","Montpellier 2",1988,2001
"Jean-Paul Javerzat","Bordeaux 2","Bordeaux",1992,2015
"Jean-Paul Laurent","Paris 1","Universite Savoie Mont Blanc",1997,1995
"Jean-Paul Louis","Paris 7","Nancy 1",1990,1990
"Jean-Paul Manganaro","Paris 3","Lille 3",1992,2006
"Jean-Paul Marechal","Paris 1","Rennes 2",1990,2004
"Jean-Paul Martin","Paris, Institut d'etudes politiques","Lyon 1",1992,1997
"Jean-Paul Metzger","Toulouse 3","Lyon 3",1995,2000
"Jean-Paul Moatti","Paris 1","Aix-Marseille 2",1987,2002
"Jean-Paul Montagner","Paris 6","Paris 7",1986,1996
"Jean-Paul Montagner","Paris 6","Institut de physique du globe (Paris)",1986,1996
"Jean-Paul Montagnier","Paris 4","Nancy 2",1995,2010
"Jean-Paul Pichardie","Paris 10","Rouen",1987,2001
"Jean-Paul Resweber","Metz","Universite Marc Bloch (Strasbourg)",1989,1989
"Jean-Paul Revauger","Universite Stendhal (Grenoble)","Aix-Marseille 1",1986,2001
"Jean-Paul Rocchi","Paris 4","Paris Est",2001,2016
"Jean-Paul Tavernet","Paris 7","Paris 6",1996,2015
"Jean-Paul Villain","Toulon","Paris 11",1985,2000
"Jean-Paul Volle","Toulouse 2","Montpellier 3",1996,1998
"Jean-Philippe Boussemart","Paris 1","Lille 1",1988,1997
"Jean-Philippe Denis","Lyon 3","Paris 10",2000,2012
"Jean-Philippe Duvel","Paris 6","Palaiseau, Ecole polytechnique",1989,2007
"Jean-Philippe Garric","Paris 8","Paris Est",2002,2016
"Jean-Philippe Goddard","Paris 11","Paris 6",2002,2016
"Jean-Philippe Heberle","Paris 4","Universite de Lorraine",1998,2016
"Jean-Philippe Laval","Paris 6","Lille 1",1999,2018
"Jean-Philippe Lavigne","Montpellier 1","Montpellier",2004,2016
"Jean-Philippe Lhernould","Orleans","Poitiers",1997,2008
"Jean-Philippe Monchoux","Lyon, INSA","Toulouse 3",2000,2015
"Jean-Philippe Ovarlez","Paris 6","Supelec",1992,2014
"Jean-Philippe Pierron","Dijon","Lyon",2000,2016
"Jean-Philippe Ranjeva","Aix-Marseille 2","Aix-Marseille",2006,2014
"Jean-Philippe Rigaud","Paris 5","Bordeaux 1",2011,2002
"Jean-Philippe Tonneau","Nantes","Montpellier 3",2014,2011
"Jean-Philippe Urban","Strasbourg 1","Mulhouse",1988,2008
"Jean-Pierre Arnaud","Paris 10","Strasbourg 1",1987,1989
"Jean-Pierre Arnaud","Paris 10","Universite Louis Pasteur (Strasbourg)",1987,1985
"Jean-Pierre Arrignon","Paris 1","Artois",1986,1999
"Jean-Pierre Bertin-Maghit","Nice","Paris 3",1987,2001
"Jean-Pierre Boeuf","Paris 11","Toulouse 3",1985,1994
"Jean-Pierre Boissin","Grenoble 2","Universite Pierre Mendes France (Grenoble)",1994,2009
"Jean-Pierre Borel","Aix-Marseille 2","Limoges",1989,1996
"JEAN-PIERRE BOURACHOT","Lyon 1","Aix-Marseille 2",1991,1994
"Jean-Pierre Boutinet","Paris 5","Paris 10",1987,2010
"Jean-Pierre Brechet","Poitiers","Nantes",1987,2005
"Jean-Pierre Brun","Aix-Marseille 1","Rennes 1",2000,2000
"Jean-Pierre Caillet","Paris 4","Paris 10",1989,1997
"JEAN-PIERRE CHAMBON","Universite Louis Pasteur (Strasbourg)","Lille 2",1987,1990
"Jean-Pierre Chatard","Universite Louis Pasteur (Strasbourg)","Strasbourg 1",1986,1989
"Jean-Pierre Chevrot","Universite Stendhal (Grenoble)","Grenoble 3",1991,2007
"Jean-Pierre Clement","Limoges","Aix-Marseille 2",1988,1989
"Jean-Pierre Corlay","Brest","Nantes",1993,1997
"Jean-Pierre Cotten","Paris 1","Besancon",1996,2001
"Jean-Pierre David","Paris 11","Toulouse, ISAE",1992,2007
"Jean-Pierre Djukic","Paris 6","Strasbourg",1992,2017
"Jean-Pierre Domecq","Paris 2","Pau",1988,2010
"Jean-Pierre Esquenazi","Paris 3","Metz",1992,1997
"Jean-Pierre Frangi","Toulouse 3","Paris 7",1988,2000
"Jean-Pierre Frey","Paris 10","Paris 12",1987,1994
"Jean-Pierre Fruit","Paris 1","Rouen",1986,1991
"Jean-Pierre Gattuso","Aix-Marseille 2","Paris 6",1987,2005
"Jean-Pierre Giraud","Paris, INALCO","Lyon 3",1992,2008
"Jean-Pierre Hirsch","Metz","Lille 3",2003,2002
"Jean-Pierre Husson","Metz","Nancy 2",1987,1999
"Jean-Pierre Joly","Caen","Nancy 1",1993,1995
"Jean-Pierre Laine","Paris 4","Paris 8",1986,2002
"Jean-Pierre Lavaud","Paris 4","Lille 1",1988,2000
"Jean-Pierre Leroy","Rouen","Paris 11",1989,2004
"Jean-Pierre Lozato-Giotart","Paris 4","Nice",1987,1993
"Jean-Pierre Marchand","Nancy 2","Rennes 2",2002,2003
"Jean-Pierre Marco","Toulouse 3","Paris 6",1989,2012
"Jean-Pierre Marguenaud","Limoges","Clermont-Ferrand 1",1987,1996
"Jean-Pierre Martin","Lyon 1","Aix-Marseille 1",1990,1990
"Jean-Pierre Martin","Paris 4","Aix-Marseille 1",1992,1992
"Jean-Pierre Martin","Nancy 1","Aix-Marseille 1",1990,1990
"Jean-Pierre Massias","Clermont-Ferrand 1","Clermont Auvergne",1991,2017
"Jean-Pierre Masson","Universite Louis Pasteur (Strasbourg)","Lyon 1",1999,2002
"Jean-Pierre Mathieu","Grenoble 2","Nantes",2001,2010
"Jean-Pierre Meunier","Montpellier 1","Bordeaux 2",1992,1994
"Jean-Pierre Monti","Aix-Marseille 2","Bordeaux 2",1989,2008
"Jean-Pierre Montier","Aix-Marseille 1","Rennes 2",1992,2000
"Jean-Pierre Moussaron","Paris 8","Bordeaux 3",1997,2006
"Jean-Pierre Neveu","Toulouse 1","Bordeaux 4",1993,2008
"Jean-Pierre Ollivier","Paris 1","Toulouse, INSA",2000,2000
"Jean-Pierre Pecuchet","Rouen","INSA de Rouen",1986,2001
"Jean-Pierre Pereira-Ramos","Universite Paris-Est Creteil Val de Marne (UPEC)","Paris 6",1988,1998
"Jean-Pierre Pouget","Paris 4","Montpellier 1",2000,2008
"Jean-Pierre Richer","Clermont-Ferrand 1","Poitiers",1997,2017
"Jean-Pierre Sanchez","Toulouse 2","Rennes 2",1988,2000
"Jean-Pierre Terrail","Nantes","Nancy 2",1987,1995
"Jean-Pierre Toutant","Paris 7","Montpellier 2",1985,2000
"Jean-Pierre Valet","Paris 11","Paris 7",1985,1994
"Jean-Pierre Vannier","Paris 5","Rouen",1995,1994
"Jean-Pierre Wagner","Universite Marc Bloch (Strasbourg)","Strasbourg",1994,2010
"Jean-Pierre Williot","Paris 4","Tours",1995,2015
"Jean-Raymond Fabrice Ango","Montpellier 2","Montpellier",2001,2015
"Jean-Raymond Fanlo","Aix-Marseille 1","Aix-Marseille",1990,2018
"Jean-Remi Lapaire","Paris 3","Toulouse 2",1987,2001
"Jean-Rene Binet","Toulouse 1","Bourgogne Franche-Comte",2000,2018
"Jean-Richard Sulzer","Paris 13","Paris 9",1985,1995
"Jean-Robert Giraud","Lyon 1","Rennes 1",1994,1994
"Jean-Sebastien Hulot","Paris 5","Paris 6",2005,2011
"Jean-Sebastien Morvan","Caen","Paris 5",1987,1995
"Jean-Sebastien Pentecote","Bordeaux 4","Rennes 1",1997,2013
"Jean-Stephane Dhersin","Paris 6","Paris 13",1997,2013
"Jean-William Wallet","Paris 5","Amiens",1992,1998
"JEAN-YVES BLUM","Paris 5","Montpellier 1",1998,1994
"Jean-Yves Dommergues","Paris 3","Paris 7",1986,1995
"Jean-Yves Duquesne","Paris 11","Paris 6",1985,2012
"Jean-Yves Girard","Nantes","Paris 7",1993,1991
"Jean-Yves Guillaumin","Clermont-Ferrand 2","Besancon",1987,2004
"Jean-Yves Le Guennec","Tours","Montpellier",1991,2015
"Jean-Yves Le Hesran","Paris 11","Paris 6",1997,2007
"Jean-Yves Mabrut","Lyon 1","Lyon",2006,2017
"Jean-Yves Mollier","Paris 1","Versailles-St Quentin en Yvelines",1986,2000
"JEAN-YVES PETIT","Lyon 1","Lille 2",1991,1993
"Jean-Yves Piquemal","Paris 6","Paris 7",1998,2012
"Jean-Yves Pouilloux","Paris 7","Pau",1994,2006
"Jean-Yves Ramel","Lyon, INSA","Tours",1996,2009
"Jean-Yves Roussey","Aix-Marseille 1","Aix-Marseille",1989,2013
"Jean-Yves Welschinger","Universite Louis Pasteur (Strasbourg)","Lyon",2000,2018
"Jeanne Devoize","Paris 3","Angers",1987,2000
"Jeanne Dion","Paris 4","Nancy 2",1992,2002
"Jeanne-Marie Tuffery-Andrieu","Universite Marc Bloch (Strasbourg)","Strasbourg",2005,2018
"Jeannine Richard-Zappella","Rouen","Amiens",1990,2005
"Jenifer Croce","Nice","Paris 6",2003,2016
"Jenny Valladeau","Lyon 1","Lyon",2000,2018
"Jeremie Bourdon","Caen","Ecole centrale de Nantes",2002,2018
"Jeremie Leonard","Paris 6","Strasbourg",2003,2013
"Jeremie Soulestin","Lille 1","Ecole nationale superieure Mines-Telecom Lille Douai",2004,2018
"Jeremy Blaizot","Paris 11","Lyon 1",2003,2012
"Jeremy Bouyer","Montpellier 2","Montpellier",2006,2015
"Jerome Badaut","Paris 6","Bordeaux",1999,2019
"Jerome Baufreton","Bordeaux 2","Bordeaux",2002,2015
"Jerome Bernard","Universite de Lorraine","Lyon",2013,2017
"Jerome Bertherat","Paris 11","Paris 6",1992,2003
"Jerome Bobin","Paris 11","Universite Paris-Saclay (ComUE)",2008,2017
"Jerome Bonnet","Toulouse 2","Montpellier",2003,2018
"Jerome Caby","Nancy 2","Paris 1",1994,2006
"Jerome Chave","Paris 11","Toulouse 3",1999,2009
"Jerome de Boyer des Roches","Paris 1","Paris Sciences et Lettres",1987,2016
"Jerome de Seze","Lille 2","Strasbourg",2002,2013
"Jerome Deauvieau","Versailles-St Quentin en Yvelines","Universite Paris-Saclay (ComUE)",2004,2019
"Jerome Denis","Evry-Val d'Essonne","Paris, ENST",2010,2016
"Jerome Durand","Universite Louis Pasteur (Strasbourg)","Toulouse, INPT",2001,2014
"Jerome Duval","Amiens","Universite de Lorraine",1987,2012
"Jerome Faure","Palaiseau, Ecole polytechnique","Universite Paris-Saclay (ComUE)",2001,2016
"Jerome Fromageau","Paris 2","Paris 11",1989,1995
"Jerome Gautie","Paris 1","Paris Est",1995,2010
"Jerome Glachant","Paris 1","Evry-Val d'Essonne",1994,2003
"Jerome Hericourt","Paris 1","Lille 1",2005,2016
"Jerome Lacan","Toulouse 3","Toulouse, ISAE",1997,2010
"Jerome Lafont","Montpellier 1","Lyon",1992,2017
"Jerome Laurent","Paris Est","Caen",2011,2008
"Jerome Lesueur","Paris 11","Paris 6",1985,2003
"Jerome Maati","Lille 2","Lille 1",1994,2014
"Jerome Martin","Paris 4","Paris 6",2011,2009
"Jerome Prado","Lyon 1","Lyon",2007,2017
"Jerome Rodriguez","Paris 6","Paris 7",2002,2010
"Jerome Salomon","Paris 6","Versailles-St Quentin en Yvelines",2008,2003
"Jerome Sgard","Paris 10","Paris 9",1988,2007
"Jerome Tamburini-Bonnefoy","Paris 7","Paris 5",2009,2013
"Jerome Valluy","Paris, Institut d'etudes politiques","Paris 1",1999,2016
"Jerome Wenger","Paris 11","Aix-Marseille",2004,2016
"Jesus Angulo Lopez","Paris, ENMP","Paris Sciences et Lettres",2003,2016
"Jian Lu","Compiegne","Troyes",1986,2003
"Jinbo Bai","Chatenay-Malabry, Ecole centrale de Paris","Universite Paris-Saclay (ComUE)",1991,2018
"Jing Wang","Paris 11","Montpellier 1",2011,2013
"Joanny Moulin","Lyon 2","Aix-Marseille",1993,2013
"Joaquim Brandao de Carvalho","Paris 3","Paris 8",1987,2010
"Jocelyn Barbarand","Nancy 1","Universite Paris-Saclay (ComUE)",1999,2016
"Jocelyn Fiorina","Paris 11","Supelec",2005,2014
"Jocelyne Caillon","Paris 11","Nantes",1990,1993
"Jocelyne Galy","Lyon 1","Lyon, INSA",1985,1998
"Jocelyne Tremouillaux-Guiller","Tours","Rennes 1",1988,2003
"Jochen Sohnle","Universite Robert Schuman (Strasbourg)","Universite de Lorraine",2000,2014
"Jodelle Zetlaoui","Universite Paris-Est Creteil Val de Marne (UPEC)","Paris Est",1997,2011
"Joel Bertrand","Paris, CNAM","Toulouse, INPT",2002,2001
"Joel Boustie","Toulouse, INPT","Rennes 1",1990,2010
"Joel Bree","Rennes 1","Paris 9",1988,1999
"Joel Drevet","Lyon 1","Clermont-Ferrand 2",1989,1998
"Joel Gilles","Paris 1","Saint-Etienne",1993,2013
"Joel Hardy","Lyon 2","Vandoeuvre-les-Nancy, INPL",2003,2004
"Joel Hardy","Lyon 2","Vandoeuvre-les-Nancy, INPL",2003,2002
"Joel Hautebert","Rennes 1","Angers",1996,2015
"Joel Herault","Limoges","Paris 11",1989,2009
"Joel Loehr","Paris 4","Bourgogne Franche-Comte",2001,2017
"Joel Merker","Paris 7","Paris 11",2012,2014
"Joel Muller","Lille 1","Artois",1996,2012
"Joel Petey","Universite Robert Schuman (Strasbourg)","Strasbourg",2000,2017
"Joel Thomas Ravix","Nice","Saint-Etienne",1988,1999
"Joel-Pascal Biays","Nice","Universite Pierre Mendes France (Grenoble)",1988,1997
"Joelle Dalegre","Paris 10","Paris, INALCO",1995,2012
"Joelle Deniot","Nantes","Besancon",1987,2014
"Joelle Ducos","Paris 4","Paris Sciences et Lettres",1994,2017
"Joelle Le Marec","Saint-Etienne","Lyon, Ecole normale superieure",1996,2012
"Joelle Zask","Paris 8","Aix-Marseille",1998,2016
"Johanna Etner","Paris 1","Paris 5",1997,2013
"Johannes Bartuschat","Paris 3","Grenoble 3",1995,2004
"Johannes Schaaper","Bordeaux 1","Pau",1990,2017
"John Crowley","Paris, Institut d'etudes politiques","Paris 9",1995,2005
